,countries,Funding,counts
580,Australia,"Indiana Clinical and Translational Sciences Institute, CTSI",2
581,Australia,Indonesian Endowment Fund for Education,2
582,Australia,InflammX/Ocunexus Therapeutics,1
583,Australia,Innovation and Technology Commission - Hong Kong,1
584,Australia,"Innovative Medicines Initiative, IMI",1
585,Australia,"InstituciÃ³ Catalana de Recerca i Estudis AvanÃ§ats, ICREA",1
586,Australia,Institut Cartogràfic de Catalunya,1
587,Australia,Institute of Clinical Research at University of Southern Denmark,2
588,Australia,"Instituto de Salud Carlos III, ISCIII",1
589,Australia,International Diabetes Federation Western Pacific Region Executive Council,2
590,Australia,"International Diabetes Federation, IDF",1
591,Australia,International Diabetes Institute,1
592,Australia,"International Glaucoma Association, IGA",1
593,Australia,International Retinal Imaging Symposium,1
594,Australia,"International Retinal Research Foundation, IRRF",1
595,Australia,International Student House,1
596,Australia,Interoperability Framework for the Catalan Cartographic Plan,1
597,Australia,Ipsen,1
598,Australia,"Israel Cancer Association, ICA",1
599,Australia,Israel Ophthalmology Society,1
600,Australia,"Israel Science Foundation, ISF",2
601,Australia,J. Bowen-Morris,1
602,Australia,JACOM Foundation,1
603,Australia,JDRF/NHMRC,1
604,Australia,JDRF/NHMRC CRE,1
605,Australia,"Jackson State University, JSU",3
606,Australia,"Jaeb Center for Health Research, JCHR",1
607,Australia,Jakobstadsnejdens Heart Foundation,1
608,Australia,Janssen Global Services,1
609,Australia,Janssen Pharmaceuticals,4
610,Australia,"Japan Agency for Medical Research and Development, AMED",1
611,Australia,Japanese Vitreo-retinal Society,1
612,Australia,Jasmine Schipp,1
613,Australia,"Javna Agencija za Raziskovalno Dejavnost RS, ARRS",1
614,Australia,John Radcliffe Hospitals NHS Foundation Trust,1
615,Australia,"Johns Hopkins University, JHU",2
616,Australia,Joint Research Strategy Committee,1
617,Australia,"Joint United Nations Programme on HIV/AIDS, UNAIDS",1
618,Australia,Jr 284 Foundation,1
619,Australia,Juho Vainion Säätiö,1
620,Australia,Julius Clinical Research,1
621,Australia,"Juvenile Diabetes Research Foundation Australia, JDRF",3
622,Australia,"Juvenile Diabetes Research Foundation Australia, JDRF Australia",2
623,Australia,"Juvenile Diabetes Research Foundation International, JDRF",8
624,Australia,"Juvenile Diabetes Research Foundation United Kingdom, JDRF",3
625,Australia,Juvenile Diabetes Research Foundation United States of America,1
626,Australia,"Juvenile Diabetes Research Foundation United States of America, JDRF",7
627,Australia,"Juvenile Diabetes Research Foundation, JDRF",1
628,Australia,Karl Walter and Jarl Walter Perklén’s Foundation,2
629,Australia,Karl Walter och Jarl Walter Perkléns Foundation,1
630,Australia,Kementerian Keuangan Republik Indonesia,1
631,Australia,Keratoconus Australia,1
632,Australia,Key Laboratory of System Control and Information Processing,1
633,Australia,Key Project of Guangdong Provincial Science and Technology Program,1
634,Australia,Kidney Health Australia,1
635,Australia,"King Abdulaziz University, KAU",1
636,Australia,Kodiak Sciences Inc.,1
637,Australia,Korea National University of Transportation Industry-Academy Cooperation Foundation,1
638,Australia,Korean Ophthalmology Society,1
639,Australia,L.E.W Carty Charitable Fund,1
640,Australia,LUDC,1
641,Australia,Laboratoires Fournier SA,2
642,Australia,Launceston Eye Institute,3
643,Australia,Lecturer – Allergan,1
644,Australia,"Leeds Biomedical Research Centre, Leeds BRC",1
645,Australia,"Lembaga Pengelola Dana Pendidikan, LPDP",2
646,Australia,Leona M. and Harry B. Helmsley Charitable Trust,2
647,Australia,Leslie Cranbourne Foundation,1
648,Australia,Liao Wun Yuk Diabetes Memorial Fund,1
649,Australia,Lilly UK,1
650,Australia,Lion's Eye Institute,1
651,Australia,Lions Eye Institute,7
652,Australia,"Lions Eye Institute, LEI",1
653,Australia,Lions NSW Eye Bank,1
654,Australia,Lions Ride for Sight,1
655,Australia,Lions Save Sight Foundation,1
656,Australia,Lions Save-Sight Foundation,1
657,Australia,Liv och Hälsa Foundation,8
658,Australia,Liv och Hälsa Society,11
659,Australia,Liv och Hälsa” Society,1
660,Australia,LivochHa ¨lsa Society,1
661,Australia,Local Health Authority  of Jogjakarta Province,1
662,Australia,London School of Hygiene and Tropical Medicine trust fund and Sightsavers,1
663,Australia,"London School of Hygiene and Tropical Medicine, LSHTM",1
664,Australia,"Lotteries Board of Control, New Zealand",1
665,Australia,Lowy Medical Research Institute,1
666,Australia,Lund University Medical Faculty Foundation,1
667,Australia,MDRC,1
668,Australia,ME Association,1
669,Australia,MESA SNP Health Association,1
670,Australia,MFC,1
671,Australia,MOH of Ethiopia,1
672,Australia,MRFF,1
673,Australia,Macular Disease Foundation,4
674,Australia,"Macular Disease Foundation Australia, MDFA",2
675,Australia,"Macular Vision Loss Support Society of Australia, Inc.",1
676,Australia,"Malaysian Society of Ophthalmology, MSO",1
677,Australia,March of Dimes Foundation,1
678,Australia,Marie Curie,1
679,Australia,"Marsden Eye Specialists, New South Wales",3
680,Australia,Mary och Georg C. Ehrnrooths Stiftelse,1
681,Australia,Massachusetts Eye,1
682,Australia,Massachusetts Eye and Ear Infirmary,2
683,Australia,"Massachusetts General Hospital, MGH",1
684,Australia,"Massachusetts Institute of Technology, MIT",1
685,Australia,"Massachusetts Lions Eye Research Fund, MLERF",3
686,Australia,Mater Children’s Hospital,1
687,Australia,Max Hospital& Hospital and Chattogram Diabetic General Hospital,1
688,Australia,Medical Affairs,1
689,Australia,Medical Foundation of Vaasa,1
690,Australia,"Medical Research Council, MRC",6
691,Australia,Medical Research Future Fund,3
692,Australia,Medical Science and Technology Foundation of Guangdong Province,1
693,Australia,"Medical Scientific Research Foundation of Zhejiang Province, China",1
694,Australia,Medical Society of Finland,4
695,Australia,Medical-industrial Cross-fund of Shanghai Jiao Tong University,1
696,Australia,Medicinska Understödsföreningen Liv och Hälsa,3
697,Australia,Medtronic,7
698,Australia,"Melanoma Institute Australia, MIA",1
699,Australia,Melbourne Department of Surgery,1
700,Australia,Merck,8
701,Australia,"Merck Sharp and Dohme, MSD",3
702,Australia,Merck Sharpe Dohme and Servier,1
703,Australia,Merz Pharmaceuticals,1
704,Australia,"Meso Scale Diagnostics, MSD",2
705,Australia,Microsoft Research,1
706,Australia,"Microsoft Research, MSR",1
707,Australia,Minerva Foundation Institute for Medical Research,1
708,Australia,"Ministerie van Economische Zaken, EZ",1
709,Australia,"Ministerio de Economía y Competitividad, MINECO",1
710,Australia,Ministry of Education of Saudi Arabia,1
711,Australia,"Ministry of Education, Culture, Sports, Science and Technology, MEXT",1
712,Australia,"Ministry of Education, MOE",2
713,Australia,"Ministry of Finance, MOF",1
714,Australia,"Ministry of Health -Singapore, MOH",1
715,Australia,"Ministry of Health and Welfare, MOHW",1
716,Australia,"Ministry of Health, Singapore",1
717,Australia,Ministry of Science and Technology Foundation of China,1
718,Australia,"Ministry of Science and Technology, Taiwan, MOST",1
719,Australia,"Mona Vale Eye Centre, New South Wales",1
720,Australia,Monash Centre for Health Research and Implementation,2
721,Australia,Monash Health,1
722,Australia,Monash University,1
723,Australia,"Monash University, MU",3
724,Australia,Moorfields Eye Charity,3
725,Australia,Moorfields Eye Hospital Institute of Ophthalmology,1
726,Australia,Moorfields Eye Hospital NHS Foundation Trust,1
727,Australia,Mundipharma,1
728,Australia,Myndigheten för Samhällsskydd och Beredskap,1
729,Australia,NH&MRC,2
730,Australia,NHBLI,2
731,Australia,NHMRC 632521,1
732,Australia,NHMRC CRE,2
733,Australia,NHMRC IRIISS,1
734,Australia,NHS in England and Wales,1
735,Australia,NIDDK Diabetes Research Center,1
736,Australia,NIH AI082630,1
737,Australia,"NIHR Leicester Biomedical Research Centre, Leicester BRC",1
738,Australia,"NIHR Maudsley Biomedical Research Centre, NIHR BRC",1
739,Australia,NIHR Newcastle Biomedical Research Centre,1
740,Australia,NMRC IRG07nov013 Singapore,1
741,Australia,NSW,2
742,Australia,NSW Centre for Health Record Linkage,1
743,Australia,NSW Health,1
744,Australia,NSW Ministry of Health,2
745,Australia,NSW Optometrist Registration Board,1
746,Australia,"NUTRIM School of Nutrition and Translational Research in Metabolism, NUTRIM",1
747,Australia,"Narodowym Centrum Nauki, NCN",1
748,Australia,"National Cancer Institute, NCI",3
749,Australia,"National Center for Advancing Translational Sciences, NCATS",4
750,Australia,National Center for Research Resources for the General Clinical Research Center,2
751,Australia,"National Center for Research Resources, NCRR",2
752,Australia,National Clearinghouse,1
753,Australia,National Diabetes Strategy,1
754,Australia,National Eye Health Survey,1
755,Australia,National Eye Institute of the NIH,2
756,Australia,"National Eye Institute, NEI",23
757,Australia,National Eye Research Centre,1
758,Australia,"National Eye Research Centre, NERC",1
759,Australia,"National Forestry and Grassland Administration, NFGA",1
760,Australia,National Foundation,1
761,Australia,"National Headache Foundation, NHF",1
762,Australia,"National Health Insurance Service, NHIC",1
763,Australia,National Health Service,1
764,Australia,National Health and Medical Research Council,6
765,Australia,National Health and Medical Research Council Centre for Clinical Research Excellence,4
766,Australia,National Health and Medical Research Council and European Union NHMRC-EU DESIRE,1
767,Australia,National Health and Medical Research Council of Australia,3
768,Australia,"National Health and Medical Research Council, Australia",1
769,Australia,"National Health and Medical Research Council, NHMRC",94
770,Australia,National Heart Foundation of Australia,10
771,Australia,"National Heart, Lung, and Blood Institute, NHLBI",11
772,Australia,"National Human Genome Research Institute, NHGRI",3
773,Australia,National Institute for Health Research,1
774,Australia,National Institute for Health Research Biomedical Research Centre at Moorfields Eye Hospital NHS Foundation Trust and UCL Institute of Ophthalmology,3
775,Australia,National Institute for Health Research Moorfields Biomedical Research Centre,1
776,Australia,"National Institute for Health Research, NIHR",8
777,Australia,National Institute for Health and Care Excellence,1
778,Australia,"National Institute for Health and Care Research, NIHR",2
779,Australia,"National Institute of Allergy and Infectious Diseases, NIAID",2
780,Australia,"National Institute of Arthritis, Metabolism, and Digestive Diseases",1
781,Australia,"National Institute of Child Health and Human Development, NICHD",3
782,Australia,"National Institute of Diabetes and Digestive and Kidney Diseases, NIDDK",16
783,Australia,"National Institute of General Medical Sciences, NIGMS",2
784,Australia,National Institute of Health Research,1
785,Australia,"National Institute of Neurological Disorders and Stroke, NINDS",6
786,Australia,"National Institute on Aging, NIA",7
787,Australia,National Institute on Handicapped Research,1
788,Australia,"National Institute on Minority Health and Health Disparities, NIMHD",3
789,Australia,National Institutes of Health,3
790,Australia,"National Institutes of Health National Heart, Lung, and Blood Institute",1
791,Australia,National Institutes of Health National Institute of Diabetes and Digestive and Kidney Diseases,1
792,Australia,"National Institutes of Health, NIH",23
793,Australia,National Institutes of Health/NHLBI,1
794,Australia,National InstitutesofHealth,1
795,Australia,National Key R&D Program of China,1
796,Australia,National Key R&D Programme of China,1
797,Australia,"National Key Research and Development Program of China, NKRDPC",2
798,Australia,National Medical Research Council Health Service,1
799,Australia,"National Medical Research Council, NMRC",8
800,Australia,"National Medical Research Council, Singapore",1
801,Australia,"National Multiple Sclerosis Society Michigan Chapter, MS",1
802,Australia,National Natural Science Foundation of China,1
803,Australia,"National Natural Science Foundation of China, NNSFC",1
804,Australia,"National Natural Science Foundation of China, NSFC",15
805,Australia,National Pediatric Diabetes Audit,1
806,Australia,"National Research Foundation of Korea, NRF",2
807,Australia,"National Science Council, NSC",2
808,Australia,"National Science Foundation, NSF",2
809,Australia,National University of Singapore,2
810,Australia,"National University of Singapore, NUS",1
811,Australia,National and Central Health and Medical Research Councils of Australia,1
812,Australia,Natural Science Foundation of Anhui Province,1
813,Australia,Natural Science Foundation of Guangdong Province,2
814,Australia,"Nederlandse Organisatie voor Wetenschappelijk Onderzoek, NWO",1
815,Australia,Netherlands Heart Foundation,1
816,Australia,Netherlands Organization for Health Research and Development,1
817,Australia,New South Wales,1
818,Australia,New Zealand Bone and Mineral Society,1
819,Australia,New Zealand College of Ophthalmologists,1
820,Australia,New Zealand National Eye Centre,1
821,Australia,"Nidek, Inc.",1
822,Australia,Nierstichting,1
823,Australia,North Queensland Retina,1
824,Australia,Novartis,18
825,Australia,Novartis Australia,2
826,Australia,Novartis Healthcare Pvt. Ltd,1
827,Australia,Novartis Hellas,1
828,Australia,Novartis Ireland Ltd.,1
829,Australia,Novartis Pharma,1
830,Australia,Novartis Pharmaceutical Corporation Bora Eldem,1
831,Australia,Novartis Pharmaceuticals Australia,1
832,Australia,Novartis Pharmaceuticals Canada,1
833,Australia,"Novartis Pharmaceuticals Corporation, NPC",5
834,Australia,Novo Nordisk,11
835,Australia,Novo Nordisk Fonden,1
836,Australia,"Novo Nordisk Fonden, NNF",19
837,Australia,Novo Nordisk Foundation,1
838,Australia,NovoNordiskFoundation,1
839,Australia,"ONL Therapeutics, ONL",2
840,Australia,"Office of Academic Links, Chinese University of Hong Kong",1
841,Australia,"Office of Extramural Research, National Institutes of Health, OER",1
842,Australia,"Office of Research Infrastructure Programs, National Institutes of Health, ORIP, NIH, NIH-ORIP, ORIP",1
843,Australia,"Oklahoma Center for the Advancement of Science and Technology, OCAST",1
844,Australia,"Ontario Genomics Institute, OGI",1
845,Australia,"Ontario Ministry of Research, Innovation and Science, MRIS",1
846,Australia,Opening Project of Guangxi Colleges and Universities Key Laboratory of Robot Welding,1
847,Australia,Ophthalmic Research Institute of Australia and Commercial Development,1
848,Australia,"Ophthalmic Research Institute of Australia, ORIA",17
849,Australia,Ophthalmology Foundation Board,1
850,Australia,"Optical Society, OSA",1
851,Australia,"Optimum Patient Care, OPC",1
852,Australia,Optometry Australia,1
853,Australia,"Oregon Health and Science University, OHSU",1
854,Australia,Oregon Lions Sight and Hearing Foundation,1
855,Australia,"Oregon National Primate Research Center, ONPRC",1
856,Australia,"Osteoporosis Australia, OA",1
857,Australia,Osteoporosis Australia/Australia and New Zealand Bone and Mineral Society,1
858,Australia,"Otsuka America, OAI",1
859,Australia,Otto A. Malm Lahjoitusrahasto,1
860,Australia,PNB,1
861,Australia,"Pacific Salmon Foundation, PSF",1
