,Funding,counts
8661,"Yale School of Medicine, YSM",5
7461,Stichting De Weijerhorst,5
2137,"Dunhill Medical Trust, DMT",5
2428,Eye Hospital Wenzhou Medical University,5
5695,Natural Science Foundation of Liaoning Province,5
5674,Natural Science Foundation of Anhui Province,5
7335,South London and Maudsley,5
1431,"Chinese Academy of Medical Sciences, CAMS",5
5700,Natural Science Foundation of Shanghai,5
4175,"King Abdulaziz City for Science and Technology, KACST",5
5064,Municipal Human Resources Development Program for Outstanding Young Talents in Medical and Health Sciences in Shanghai,5
1946,"Department of Science and Technology, Government of Kerala",5
4925,"Ministry of Education, Science and Technology, MEST",5
1430,Chinese Academy of Medical Sciences Initiative for Innovative Medicine,5
4191,King's College London,5
4997,Ministério da Saúde,5
3383,"Hjartavernd, IHA",4
6270,Pirkanmaa Hospital District Research Foundation,4
833,Bernadotte Foundation For Children’s Eyecare,4
6478,Rebecca L. Cooper Medical Research Foundation,4
7567,Swedish Eye Foundation,4
234,Alcon Japan,4
8188,"University of Cincinnati, UC",4
7149,"Shanghai Shenkang Hospital Development Center, SHDC",4
8169,"University of British Columbia, UBC",4
4996,"Ministério da Educação, MEC",4
4590,"Manton Center for Orphan Disease Research, Boston Children's Hospital",4
7123,Shanghai Municipal Key Clinical Specialty,4
1691,Crown Princess Margareta’s Committee for the Blind,4
1695,Culver Vision Discovery Institute at Augusta University,4
6285,Porto Alegre,4
1043,CIBB,4
2261,Eli Lilly and Roche,4
257,"Alcon, Allergan",4
6019,"Office of the First Minister and Deputy First Minister, OFMDFM",4
8804,meet,4
4981,"Ministry of Trade, Industry and Energy, MOTIE",4
7551,Suzuken Memorial Foundation,4
7142,Shanghai Science and Technology,4
4549,Macular Disease Foundation,4
7374,Special Project for Research and Development in Key areas of Guangdong Province,4
5436,National Health and Medical Research Council Centre for Clinical Research Excellence,4
6252,Pharmacy Foundation,4
7003,"Seattle Children’s Hospital, SCH",4
5041,Moorfields Special Trustees,4
3817,"Jackson State University, JSU",4
8552,Wellcome Trust/Wolfson Foundation,4
354,American Diabetes Association,4
8561,"Wenzhou Medical University, WMU",4
1921,Department of OVAS,4
5016,Mochida Memorial Foundation for Medical and Pharmaceutical Research,4
5446,"National Heart, Lung, and Blood Institute",4
326,"Alzheimer's Association, AA",4
1626,Conselho Nacional de Desenvolvimento Cient?fico e Tecnol?gico,4
7878,Torii Pharmaceutical,4
8819,"Österreichische Nationalstiftung für Forschung, Technologie und Entwicklung",4
7882,Tougaloo College,4
6545,"Research Grants Council, University Grants Committee, RGC, UGC",4
5429,National Health Service Foundation Trust,4
6540,Research Funds of Shanxi Transformation and Comprehensive Reform Demonstration Zone,4
4507,MOST Clinical Trial Consortium for Stroke,4
5414,"National Eye Research Centre, NERC",4
5402,National Eye Institute of the NIH,4
3082,Greta Andersson Foundation,4
5389,National Eye Institute Center Core,4
4544,Macula Foundation,4
3699,Insulet Corporation,4
1208,Casey Eye Institute,4
1171,"Care and Public Health Research Institute, Universiteit Maastricht, CAPHRI",4
7306,"Société Française d’Endocrinologie, SFE",4
2213,Education Department of Jiangxi Province,4
7415,"Starr Foundation, TSF",4
3328,Helen Hamlyn Trust,4
7321,Soochow University,4
5215,NIHR-CS,4
4772,Menarini Laboratories,4
3246,"Health Foundation Limburg, HFL",4
919,Boston Children’s Hospital Ophthalmology Foundation,4
3250,Health Insurance Foundation,4
2088,"Division of Diabetes, Endocrinology, and Metabolic Diseases, DEM",4
6371,"Public Health Agency, PHA",4
1077,COMPETE-FEDER,4
2083,Division of Diabetes Translation,4
8726,Yunnan Provincial Science and Technology Department,4
3577,"Indiana Clinical and Translational Sciences Institute, CTSI",4
7279,Skåne County Council's Research and Development Foundation,4
4919,"Ministry of Education of the People's Republic of China, MOE",4
2016,"Diabetes Research Center, DRC",4
7478,Stiftelsen Handlanden Hjalmar Svenssons,4
4828,"Michigan Diabetes Research Center, University of Michigan, MDRC",4
1802,"De Blindas Vänner, DBV",4
1804,Deakin University,4
8770,Zhongshan Ophthalmic Center,4
3556,Illinois Society for the Prevention of Blindness,4
8006,UK Research and Innovation Future Leaders Fellowship,4
6167,PRONEX,4
6163,PHS,4
3287,Health and Social Care Research and Development Division of the Public Health Agency,4
8004,UK Research & Innovation Future Leaders Fellowship,4
8691,"Youth Innovation Promotion Association of the Chinese Academy of Sciences, YIPA CAS",4
7439,"State University of New York, SUNY",4
4734,"Medical University of South Carolina, MUSC",4
7226,Sigma Xia,4
1715,DERC,4
7454,"Steno Diabetes Center Copenhagen, SDCC",4
872,Biomedicum Helsinki-säätiö,4
6215,"Perelman School of Medicine, University of Pennsylvania",4
3362,Herman Svensson Foundation,4
5284,Nanjing Enterprise Expert Team Project,4
4687,"Medical Faculty, Lund University",4
1973,"Deutsche Dystonie Gesellschaft, DDG",4
3184,Hamilton Eye Institute,4
1733,DST-FIST,4
3481,"Háskóli Íslands, HI",4
6200,"Peking University, PKU",4
3662,"Institute of Clinical and Translational Sciences, ICTS",4
4732,Medical Society of Finland,4
3661,Institute of Clinical Research at University of Southern Denmark,4
2144,Dutch Ophthalmic Research Center,4
8147,University Hospitals of Leicester NHS Trust,4
3193,Harold Hamm Diabetes Center,4
6314,"Priority Academic Program Development of Jiangsu Higher Education Institutions, PAPD",4
1980,"Deutsche Ophthalmologische Gesellschaft, DOG",4
1154,"Cancer Research UK, CRUK",4
7227,Sigma-Tau Pharmaceuticals,4
3205,Harvard Catalyst,4
8085,"Universidad Nacional Autónoma de México, UNAM",4
5487,"National Institute of Dental and Craniofacial Research, NIDCR",4
3340,Helsingin Yliopisto,4
3473,"Hungarian Scientific Research Fund, OTKA",4
7748,"Texas Higher Education Coordinating Board, THECB",4
2417,"Eye Associates, New South Wales",4
451,Applied Basic Research Key Project of Yunnan,4
1512,"Cleveland Clinic Foundation, CCF",4
2675,"Food and Health Bureau, FHB",4
4193,King’s College Hospital Charity,4
4188,"King Saud University, KSU",4
708,Bayer Consumer Care AG,4
709,"Bayer Consumer Care AG, Basel, Switzerland",4
710,Bayer Corporation,4
7680,"Takeda Pharmaceuticals North America, TPNA",4
6626,Roche Products,4
5668,Natural Science Basic Research Program of Shaanxi Province,4
7678,Takeda Pharmaceutical Company,4
7729,Tekes,4
8486,"VitreoRetinal Surgery Foundation, VRSF",4
1385,Chiesi Farmaceutici,4
7832,Tistou and Charlotte Kerstan Stiftung,4
8313,University of Tokyo,4
5790,Nierstichting,4
2559,Fight Retinal Blindness!,4
4042,"Kaiser Permanente, KP",4
4160,Key Technology Research and Development Program of Shandong,4
6894,Science Research Foundation of Aier Eye Hospital Group,4
5545,"National Instruments Corporation, NI",4
8492,Vivian S. Lasko Research Fund,4
7669,Taiwan Ministry of Health and Welfare Clinical Trial Center,4
3882,Jeffrey Fort Innovation Fund,4
8265,"University of North Carolina, UNC",4
2674,"Food and Drug Administration, FDA",4
7685,Talent Introduction Fund of Guangdong Provincial People’s Hospital,4
4008,"Juvenile Diabetes Research Foundation Australia, JDRF",4
2581,Finnish Foundation for Diabetes Research,4
1471,"Christian Doppler Forschungsgesellschaft, CDG",4
2649,Fonden til Lægevidenskabens Fremme,4
4218,Konung Gustaf V:s och Drottning Victorias Frimurarestiftelse,4
5838,Norges Forskningsråd,4
2837,Fundação para a Ciência e Tecnologia/Ministério da Educação e Ciência,4
521,"Association for Research in Vision and Ophthalmology, ARVO",4
509,"Association Diabète Risque Vasculaire, ADRV",4
658,"Bangladesh Council of Scientific and Industrial Research, BCSIR",4
3955,Johns Hopkins School of Medicine,4
5627,"National Research Foundation Singapore, NRF",4
3990,"Joslin Diabetes Center, JDC",4
3947,"John A. Hartford Foundation, JAHF",4
2630,Fondation de France,4
5821,Nipro Home Diagnostics,4
7720,Technology Innovation Guidance Program of Hunan Province,4
1366,Chengdu Kanghong Biotechnology,4
7809,"Tianjin Medical University, TMU",4
1373,Chengdu Science and Technology Bureau,4
5867,Norwegian Council on Cardiovascular Diseases,4
8295,"University of Southern California, USC",4
693,Bausch and Lomb,4
1502,"City, University of London, City",4
643,BRAINHEALTH 2020,4
2893,Gebroe Family Foundation,4
2824,"Fundação Champalimaud, CF",4
737,Baylor College of Medicine,4
5683,Natural Science Foundation of Heilongjiang Province,4
2492,FP7 People: Marie-Curie Actions,4
5504,National Institute of Neurological Disorders and Stroke,4
7659,Taipei Veterans General Hospital,4
6716,SEVA Foundation,4
8390,VA Research,4
3863,"Japan Science and Technology Agency, JST",4
571,"Auckland Medical Research Foundation, AMRF",4
1299,"Centre for Ageing Research and Development in Ireland, CARDI",4
5511,National Institute on Aging,4
6974,Scientific Research Project of Hunan Provincial Health Commission,4
6942,Science and Technology Project of Nantong City,4
2493,FP7 program,4
7660,Taishan Scholar Project of Shandong Province,4
2794,Fundació la Marató de TV3,4
1306,Centre for Eye Research Australia,4
3850,Japan Foundation for Applied Enzymology,4
1432,"Chinese Academy of Meteorological Sciences, CAMS",4
6715,SERI-NTU,4
6714,SERI-Lee Foundation,4
5752,Neurotech Pharmaceuticals,4
2478,FIPE-HCPA,4
2964,German Centre for Diabetes Research,4
4071,Karl Kirchgessner Foundation,4
7768,The Project of Shanghai Shen Kang Hospital Development Centre,4
1386,Chiesi Farmaceutici and Boehringer-Ingelheim,4
2810,Fundamental Research Funds for Central Universities of the Central South University,4
5701,Natural Science Foundation of Shanxi Province,4
6754,Samsung Bioepis,4
8257,"University of Missouri-Kansas City, UMKC",4
2813,Fundamental Research Funds of the State Key Laboratory in Ophthalmology,4
5746,NeuroNetwork for Emerging Therapies,4
2442,Eye Surgery Fund,4
3874,Japanese Study Group for Physiology and Management of Blood Pressure,4
2538,"Family Process Institute, FPI",4
4370,Liaoning Provincial Program,4
574,Augusta University,4
8384,"V. Kann Rasmussen Foundation, VKRF",4
1539,Cole Eye Institute,4
1787,"Danmarks Frie Forskningsfond, DFF",3
1114,Canada Research Chair,3
7379,Special-funded Program on National Key Scientific Instruments and Equipment Development,3
7469,Stichting Oogfonds Nederland,3
6279,Pohjois-Savon Rahasto,3
3386,Hobart Eye Surgeons,3
2834,"Fundação de Apoio ao Ensino, Pesquisa e Assistência do Hospital das Clínicas da Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo, FAEPA",3
3279,Health and Family Planning Commission of Jiangxi Province,3
7754,"Thailand Science Research and Innovation, TSRI",3
2653,"Fondo Nacional de Desarrollo Científico y Tecnológico, FONDECYT",3
2075,"Discovery Eye Foundation, DEF",3
2657,"Fondo para la Investigación Científica y Tecnológica, FonCyT",3
7473,"Stichting Wetenschappelijk Onderzoek Oogziekenhuis, SWOO",3
6359,Projetos de Investigação Científica e Desenvolvimento Tecnológico,3
6264,Pierre Fabre Santé,3
7285,"Small and Medium Business Administration, SMBA",3
1374,Chengdu University of Traditional Chinese Medicine,3
1365,Chengdu Kanghong Biotechnologies,3
1364,Chengdu Kanghong Biotech,3
3409,Hope For Vision,3
7477,Stichting voor Ooglijders,3
3356,"Henry M. Jackson Foundation, HJF",3
2825,"Fundação Instituto de Pesquisas Econômicas, FIPE",3
1986,"Deutsches Zentrum für Herz-Kreislaufforschung, DZHK",3
8013,UKCRC Centre of Excellence for Public Health Northern Ireland,3
2688,Foundation,3
7734,Tenovus,3
1384,"Chief Scientist Office, Scottish Government Health and Social Care Directorate, CSO",3
6298,Presbyterian Health Foundation,3
7332,"South Carolina Clinical and Translational Research Institute, Medical University of South Carolina, SCTR, MUSC",3
7431,"State Key Laboratory of Ophthalmology, SKLO",3
2012,Diabetes Fonds Nederland,3
1059,"CMC Microsystems, CMC",3
1957,Department of Veteran Affairs,3
6780,Sanofi Genzyme,3
7340,Southern California Diabetes Endocrinology Research Center,3
2714,Foundation for the National Institutes of Health,3
1979,Deutsche Krebshilfe,3
2683,Fortisure Foundation,3
2013,Diabetes Foundation,3
3288,"Health and Social Care Research and Development Division, HCS R&D",3
2029,Diabetes Tasmania,3
2037,Diabetes Wellness Suomi Säätiö,3
1822,"Department for Employment and Learning, Northern Ireland, DEL, NI",3
1824,"Department for International Development, UK Government, DFID",3
1088,CTREC,3
2668,"Fonds de Recherche en Santé Respiratoire, FRSR",3
7412,"Stanford University, SU",3
1393,"Children's Hospital of Philadelphia, CHOP",3
1057,CJFB,3
6711,SENSHIN Medical Research Foundation,3
7356,Spanish Ministry of Economy and Competitiveness,3
1456,Choctaw Nation,3
1054,CIOMP,3
6330,Program for Professor of Special Appointment  at Shanghai Institutions of Higher Learning,3
6294,Postgraduate Research & Practice Innovation Program of Jiangsu Province,3
2087,"Division of Diabetes, Endocrinology, and Metabolic Diseases",3
1751,Daiichi Yakuhin Sangyo,3
2099,Division of Research Resources,3
1304,Centre for Clinical Research Excellence in Translational Clinical Research in Eye Diseases,3
1225,Celgene,3
7068,"Shanghai Engineering Research Center of Precise Diagnosis and Treatment of Eye Diseases, Shanghai, China",3
7582,Swedish National Association Against Heart and Chest Disease,3
6495,Region Skåne,3
2310,Enterprise Ireland,3
7908,Tseng-Lien Lin Foundation,3
6492,Region Hovedstaden,3
7579,Swedish Medical Research Council K98-19X-12662-01A,3
3096,Guangdong Medical Research Foundation,3
7095,Shanghai Jiaotong University-Gaofeng Clinical Medicine,3
1658,"Core Research for Evolutional Science and Technology, CREST",3
1550,"College of Arts and Sciences, University of Nebraska-Lincoln, CAS",3
6479,Recens Medical,3
2930,"Generalitat Valenciana, GVA",3
7835,"Tobacco Settlement Endowment Trust, TSET",3
2928,General Research Fund of Shanghai Normal University,3
7929,"Turun Yliopistollinen Keskussairaala, AUCS",3
1312,"Centre for Public Health, Queen's University Belfast, CPH",3
7557,"Svenska Sällskapet för Medicinsk Forskning, SSMF",3
7556,"Svenska Läkaresällskapet, SLS",3
1686,Crown Princess Margareta Committee for the Blind,3
1688,Crown Princess Margareta's Committee for the Blind,3
1426,"China-Japan Friendship Hospital, CJFH",3
7062,"Shanghai Chest Hospital, SCH",3
2105,Doheny Eye Institute,3
1608,Conseil régional de Bourgogne-Franche-Comté,3
7856,Tongji University,3
1284,Central Finance Supported Local High School Construction Project,3
1275,Centers of Medicare and Medicaid Innovation,3
7621,Synoptik-Fonden,3
7013,"Secretaria de Ciencia y Tecnología - Universidad Nacional de Córdoba, SECyT, UNC",3
6573,"Research to Prevent Blindness, Inc., New York, New York",3
7015,Secretaría Xeral de Universidades,3
2443,Eye and Ear Foundation of Pittsburgh,3
7864,Top Talent Support Program for young and middle-aged people of Wuxi Health Committee,3
1575,"Comisión Nacional de Investigación Científica y Tecnológica, CONICYT",3
7024,Semmelweis Egyetem,3
1242,"Center for Clinical and Translational Science, University of Illinois at Chicago, CCTS, UIC",3
6556,Research Service of the Ralph H. Johnson Department of the Veterans Affairs Medical Center,3
7026,Senju Pharmaceutical,3
6963,Scientific Research Foundation for Returned Scholars of Ministry of Education,3
1258,"Center for Outcomes Research and Evaluation, Yale School of Medicine",3
1567,"Colorado Department of Natural Resources, DNR",3
1257,"Center for Neuroscience Research, CNR",3
6947,Science and Technology Research Project of Songjiang District,3
3018,"GlaxoSmithKline Japan, GSK",3
2511,FWO-Vlaanderen,3
7592,Swedish government,3
7138,Shanghai Rising-Star Program,3
7831,Tistou and Charlotte Kerstan Foundation,3
7676,Takeda Medical Research Foundation,3
2852,Fundo de Inovação,3
1745,Daiichi,3
2860,Fédération Française des Diabétiques,3
2969,German Diabetes Center,3
3211,"Harvard Medical School, HMS",3
7709,Tays,3
1146,Cancer Council NSW,3
6671,"Royal Perth Hospital Medical Research Foundation, RPH-MRF",3
