,Journal,Document Type,counts
5923,Journal of atherosclerosis and thrombosis,Article,15
9645,Review of diabetic studies,Review,15
1179,Annals of internal medicine,Review,15
3936,European journal of internal medicine,Article,15
1952,Bmj open,Review,15
869,American family physician,Article,15
3694,Eastern mediterranean health journal,Article,15
11030,Zhonghua yi xue za zhi,Article,15
2250,Cardiovascular diabetology,Review,15
5276,International journal of biomedical engineering and technology,Article,15
9955,Schweizerische medizinische wochenschrift,Article,15
762,Advances in ophthalmology and optometry,Review,15
1925,Bmc research notes,Article,15
5749,Jama ophthalmology,Conference paper,15
1561,Australian family physician,Article,15
3736,Electronics (switzerland),Article,15
5930,"Journal of ayub medical college, abbottabad : jamc",Article,15
5525,International journal of retina and vitreous,Review,15
4490,Geriatrics,Review,15
4155,Eye (basingstoke),Note,15
3523,Diabetologia: clinical and experimental diabetes and metabolism,Article,15
4694,Heliyon,Article,15
7694,Molecular and cellular endocrinology,Article,15
6842,Journal of the asean federation of endocrine societies,Article,15
6480,Journal of medicinal chemistry,Article,15
4632,Health and quality of life outcomes,Article,15
7225,Life,Article,15
614,Acta medica portuguesa,Article,15
2820,Cochrane database of systematic reviews,Article,15
1763,Biomedical and pharmacology journal,Article,15
2489,Chinese pharmacological bulletin,Article,14
7901,Nederlands tijdschrift voor geneeskunde,Letter,14
10535,Therapiewoche,Article,14
2064,British journal of pharmacology,Article,14
8204,Obesity surgery,Article,14
1377,Archives of medical science,Article,14
495,A practical manual of diabetic retinopathy management,Book chapter,14
7944,Neural computing and applications,Article,14
2036,British journal of diabetes and vascular disease,Review,14
753,Advances in metabolic disorders,Article,14
2385,Ceská a slovenská oftalmologie : casopis ceské oftalmologické spolecnosti a slovenské oftalmologické spolecnosti,Article,14
924,American journal of managed care,Article,14
5051,Indian journal of ophthalmology,Conference paper,14
3497,Diabetic retinopathy: evidence-based management,Book chapter,14
2348,Cellular and molecular life sciences,Review,14
2112,Bulletin de la société belge d'ophtalmologie,Review,14
638,Acta ophthalmologica scandinavica,Letter,14
6896,Journal of the national medical association,Article,14
7017,"Journees annuelles de diabetologie de l""hotel-dieu",Review,14
4104,Expert opinion on pharmacotherapy,Article,14
11025,Zhonghua nei ke za zhi [chinese journal of internal medicine],Article,14
6835,Journal of the american society of nephrology,Article,14
11037,"[chung-hua yen k""o tsa chih] chinese journal of ophthalmology",Article,14
5861,Journal francais d'ophtalmologie,Letter,14
3374,Diabetes and metabolism journal,Letter,14
3408,"Diabetes research (edinburgh, lothian)",Article,14
6793,Journal of the american college of cardiology,Article,14
5480,International journal of pharma and bio sciences,Article,14
5969,Journal of biophotonics,Article,14
3113,Current molecular medicine,Article,14
6639,Journal of pediatrics,Article,14
5689,Israel medical association journal,Article,14
2172,Canadian journal of diabetes,Review,14
9487,Quality of life research,Article,14
7242,Lipids in health and disease,Article,14
4304,Frontiers in cell and developmental biology,Article,14
1814,Biometrics,Article,14
938,American journal of nephrology,Article,14
1520,Atencion primaria,Article,14
6534,Journal of neurochemistry,Article,14
8669,Pharmacology and therapeutics,Review,14
8056,New england journal of medicine,Editorial,14
1729,Biological and pharmaceutical bulletin,Article,14
6936,Journal of theoretical and applied information technology,Article,14
5021,Indian journal of clinical biochemistry,Article,13
9644,Review of diabetic studies,Article,13
7671,Mmw-fortschritte der medizin,Note,13
6951,Journal of tokyo women's medical college,Article,13
3783,Endocrine reviews,Review,13
8059,New england journal of medicine,Review,13
7914,Nepalese journal of ophthalmology : a biannual peer-reviewed academic journal of the nepal ophthalmic society : nepjoph,Article,13
1385,Archives of ophthalmology,Note,13
2659,Clinical hemorheology,Article,13
8364,Ophthalmologica,Letter,13
10693,Turk oftalmoloiji dergisi,Article,13
2006,Brazilian journal of medical and biological research,Article,13
1466,Artificial intelligence in medicine,Article,13
3696,Ebiomedicine,Article,13
8502,Pan african medical journal,Article,13
10244,Symmetry,Article,13
9880,Rossiiskii oftal'mologicheskii zhurnal,Article,13
6018,Journal of cellular physiology,Review,13
10497,Theranostics,Article,13
3823,Endokrynologia polska,Article,13
8307,"Ophtalmologie : organe de la societe francaise d""ophtalmologie",Article,13
8819,Postgraduate medicine,Review,13
10503,Therapeutic advances in endocrinology and metabolism,Review,13
5894,Journal of ambient intelligence and humanized computing,Article,13
7133,La presse medicale,Article,13
7333,Mayo clinic proceedings,Article,13
4075,Experimental diabetes research,Review,13
6353,Journal of intelligent and fuzzy systems,Article,13
10100,Soft computing,Article,13
5385,International journal of general medicine,Article,13
1650,Bibliotheca anatomica,Article,13
4163,Eye and vision,Article,13
1159,Annals of eye science,Review,13
7866,Nature medicine,Article,13
4048,Experimental and clinical endocrinology and diabetes,Review,13
4488,Geriatrics,Article,13
7557,Metabolic and pediatric ophthalmology,Article,13
609,Acta medica mediterranea,Article,13
6143,Journal of diabetes and its complications,Editorial,13
7408,"Medical hypothesis, discovery, and innovation in ophthalmology",Article,13
3758,"Encyclopedia of the eye, four-volume set",Book chapter,13
4662,Health technology assessment,Article,13
784,African health sciences,Article,13
3505,Diabetologia,Conference paper,13
4663,Health technology assessment,Review,13
6887,Journal of the medical association of thailand = chotmaihet thangphaet,Article,13
3757,Encyclopedia of the eye,Book chapter,13
6505,Journal of molecular neuroscience,Article,13
933,American journal of medicine,Article,13
7967,Neurochemistry international,Article,13
6291,Journal of healthcare engineering,Article,13
998,American journal of the medical sciences,Article,13
1708,Biocybernetics and biomedical engineering,Article,13
3419,Diabetes self-management,Article,13
4280,Free radical biology and medicine,Review,13
3097,Current management of diabetic retinopathy,Book chapter,13
6041,Journal of clinical and translational endocrinology,Article,13
3420,Diabetes spectrum,Article,13
6137,Journal of diabetes,Editorial,13
6197,"Journal of endocrinology, metabolism and diabetes of south africa",Article,13
8815,Postgraduate medical journal,Review,13
838,Albert and jakobiec's principles and practice of ophthalmology: fourth edition,Book chapter,12
6847,Journal of the chinese medical association,Article,12
4613,"Handbook of nutrition, diet and the eye",Book chapter,12
3766,Endocrine connections,Article,12
1770,Biomedical engineering online,Article,12
10219,Surgery for obesity and related diseases,Article,12
4540,Glia,Article,12
3872,Ethnicity and disease,Article,12
7620,Middle east african journal of ophthalmology,Review,12
4081,Experimental eye research,Short survey,12
8568,Pediatric diabetes,Review,12
4241,Folia ophthalmologica japonica,Review,12
1570,Australian journal of opthalmology,Article,12
3717,Egyptian journal of hospital medicine,Article,12
9102,Proceedings - ieee symposium on computer-based medical systems,Conference paper,12
9813,Revue medicale de liege,Article,12
10254,Szemeszet ophthalmologica hungarica,Article,12
1992,Brain research,Article,12
5872,Journal of aapos,Article,12
4098,Expert opinion on emerging drugs,Review,12
4311,Frontiers in cellular neuroscience,Review,12
4067,Experimental cell research,Article,12
4138,Expert systems with applications,Article,12
4316,Frontiers in diabetes,Review,12
8847,Practitioner,Article,12
2138,Bulletins et memoires de la societe francaise d'ophtalmologie,Article,12
4382,Fudan university journal of medical sciences,Article,12
4290,Frontiers in artificial intelligence and applications,Conference paper,12
512,Academic journal of second military medical university,Article,12
6423,Journal of maternal-fetal and neonatal medicine,Article,12
2549,Clinica terapeutica,Article,12
5601,Internist,Article,12
7187,Latin american journal of pharmacy,Article,12
3619,"Drug design, development and therapy",Review,12
8418,Optics infobase conference papers,Conference paper,12
5271,International journal of biological macromolecules,Article,12
798,Afro-asian journal of ophthalmology,Article,12
8492,Pakistan armed forces medical journal,Article,12
3521,Diabetologia polska,Review,12
2577,Clinical and experimental pharmacology and physiology,Article,12
6500,Journal of molecular medicine,Article,12
10792,Vascular pharmacology,Article,12
10786,Vascular health and risk management,Review,12
5310,International journal of clinical practice,Review,12
8113,Nordisk medicin,Article,12
6253,Journal of general internal medicine,Article,12
5284,International journal of cardiology,Article,12
5797,Jci insight,Article,12
5753,Jama ophthalmology,Review,12
10963,Yonsei medical journal,Article,12
805,Aging,Article,12
3366,Diabetes and metabolism,Conference paper,12
7205,Lecture notes in networks and systems,Book chapter,12
3104,Current medical research and opinion,Review,12
8127,Nouvelle presse medicale,Article,12
3465,Diabetes/metabolism reviews,Article,12
7195,Lecture notes in computational vision and biomechanics,Book chapter,12
2914,Computer systems science and engineering,Article,12
5563,International medical case reports journal,Article,12
8378,Ophthalmology,Note,12
10705,Turkish journal of endocrinology and metabolism,Article,11
8318,Ophthalmic epidemiology,Review,11
4314,Frontiers in diabetes,Article,11
4309,Frontiers in cellular neuroscience,Article,11
5221,International congress series,Article,11
8079,Nigerian journal of clinical practice,Article,11
4320,Frontiers in endocrinology,Editorial,11
4556,Graefe's archive for clinical and experimental ophthalmology,Editorial,11
7233,Lifetime data analysis,Article,11
3479,Diabetic macular edema,Book chapter,11
5616,Investigative ophthalmology,Article,11
2609,Clinical chemistry,Article,11
1149,Annals of clinical biochemistry,Article,11
7659,Minnesota medicine,Article,11
3940,European journal of medical research,Article,11
7428,Medical journal of indonesia,Article,11
3180,Current pharmaceutical biotechnology,Article,11
10729,U.s. pharmacist,Article,11
1189,Annals of medicine,Review,11
726,Advances in clinical and experimental medicine,Article,11
8399,Ophthalmology retina,Note,11
8038,Neuroscience letters,Article,11
637,Acta ophthalmologica scandinavica,Editorial,11
3825,"Endokrynologia, diabetologia i choroby przemiany materii wieku rozwojowego",Article,11
1535,Atti della fondazione giorgio ronchi,Article,11
9928,Saudi journal of ophthalmology,Review,11
10431,The lancet diabetes and endocrinology,Letter,11
3784,"Endocrine, metabolic and immune disorders - drug targets",Article,11
3156,Current opinion in nephrology and hypertension,Review,11
572,Acta diabetologica,Letter,11
6431,Journal of mechanics in medicine and biology,Article,11
4264,Fortschritte der medizin,Article,11
8838,Practical diabetes international,Note,11
1105,Annales d'oculistique,Article,11
5777,Japanese journal of geriatrics,Article,11
2156,Canadian family physician,Article,11
3796,Endocrinologist,Article,11
7889,Nature reviews nephrology,Review,11
6387,Journal of jilin university medicine edition,Article,11
